config,case_id,case_name,expected,actual,correct,provider,confidence,is_novel,is_healthy,pattern_hint
config_D,039,High CPU Variation 1 (92.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
config_D,040,High CPU Variation 2 (94.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
config_D,041,High CPU Variation 3 (95.2%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,042,High CPU Variation 4 (96.0%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,043,High CPU Variation 5 (96.8%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,044,High CPU Variation 6 (97.5%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,045,High CPU Variation 7 (98.7%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,046,High CPU Variation 8 (99.0%),diagnose,diagnose,True,Groq,1.0,False,False,exact
config_D,047,Disk Full Variation 1 (91.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
config_D,048,Disk Full Variation 2 (92.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
config_D,049,Disk Full Variation 3 (93.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
config_D,050,Disk Full Variation 4 (94.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
config_D,051,Disk Full Variation 5 (95.0%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,052,Disk Full Variation 6 (96.0%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,053,Disk Full Variation 7 (97.0%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,054,Disk Full Variation 8 (97.5%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,055,Disk Full Variation 9 (98.0%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,056,Disk Full Variation 10 (99.0%),diagnose,diagnose,True,Ollama,1.0,False,False,exact
config_D,057,Memory Exhaustion Variation 1 (93.0%),diagnose,diagnose,True,Ollama,0.7,False,False,none
